单色点阵汉字库索引表
==========================================================================================
序号     字符   Unicode    偏移(像素区)      宽度     高度     行字节   
1849   绵    0x00007EF5   0x0000E720     16     16     2     
1850   冕    0x00005195   0x0000E740     16     16     2     
1851   免    0x0000514D   0x0000E760     16     16     2     
1852   勉    0x000052C9   0x0000E780     16     16     2     
1853   娩    0x00005A29   0x0000E7A0     16     16     2     
1854   缅    0x00007F05   0x0000E7C0     16     16     2     
1855   面    0x00009762   0x0000E7E0     16     16     2     
1856   苗    0x000082D7   0x0000E800     16     16     2     
1857   描    0x000063CF   0x0000E820     16     16     2     
1858   瞄    0x00007784   0x0000E840     16     16     2     
1859   藐    0x000085D0   0x0000E860     16     16     2     
1860   秒    0x000079D2   0x0000E880     16     16     2     
1861   渺    0x00006E3A   0x0000E8A0     16     16     2     
1862   庙    0x00005E99   0x0000E8C0     16     16     2     
1863   妙    0x00005999   0x0000E8E0     16     16     2     
1864   蔑    0x00008511   0x0000E900     16     16     2     
1865   灭    0x0000706D   0x0000E920     16     16     2     
1866   民    0x00006C11   0x0000E940     16     16     2     
1867   抿    0x000062BF   0x0000E960     16     16     2     
1868   皿    0x000076BF   0x0000E980     16     16     2     
1869   敏    0x0000654F   0x0000E9A0     16     16     2     
1870   悯    0x000060AF   0x0000E9C0     16     16     2     
1871   闽    0x000095FD   0x0000E9E0     16     16     2     
1872   明    0x0000660E   0x0000EA00     16     16     2     
1873   螟    0x0000879F   0x0000EA20     16     16     2     
1874   鸣    0x00009E23   0x0000EA40     16     16     2     
1875   铭    0x000094ED   0x0000EA60     16     16     2     
1876   名    0x0000540D   0x0000EA80     16     16     2     
1877   命    0x0000547D   0x0000EAA0     16     16     2     
1878   谬    0x00008C2C   0x0000EAC0     16     16     2     
1879   摸    0x00006478   0x0000EAE0     16     16     2     
1880   摹    0x00006479   0x0000EB00     16     16     2     
1881   蘑    0x00008611   0x0000EB20     16     16     2     
1882   模    0x00006A21   0x0000EB40     16     16     2     
1883   膜    0x0000819C   0x0000EB60     16     16     2     
1884   磨    0x000078E8   0x0000EB80     16     16     2     
1885   摩    0x00006469   0x0000EBA0     16     16     2     
1886   魔    0x00009B54   0x0000EBC0     16     16     2     
1887   抹    0x000062B9   0x0000EBE0     16     16     2     
1888   末    0x0000672B   0x0000EC00     16     16     2     
1889   莫    0x000083AB   0x0000EC20     16     16     2     
1890   墨    0x000058A8   0x0000EC40     16     16     2     
1891   默    0x00009ED8   0x0000EC60     16     16     2     
1892   沫    0x00006CAB   0x0000EC80     16     16     2     
1893   漠    0x00006F20   0x0000ECA0     16     16     2     
1894   寞    0x00005BDE   0x0000ECC0     16     16     2     
1895   陌    0x0000964C   0x0000ECE0     16     16     2     
1896   谋    0x00008C0B   0x0000ED00     16     16     2     
1897   牟    0x0000725F   0x0000ED20     16     16     2     
1898   某    0x000067D0   0x0000ED40     16     16     2     
1899   拇    0x000062C7   0x0000ED60     16     16     2     
1900   牡    0x00007261   0x0000ED80     16     16     2     
1901   亩    0x00004EA9   0x0000EDA0     16     16     2     
1902   姆    0x000059C6   0x0000EDC0     16     16     2     
1903   母    0x00006BCD   0x0000EDE0     16     16     2     
1904   墓    0x00005893   0x0000EE00     16     16     2     
1905   暮    0x000066AE   0x0000EE20     16     16     2     
1906   幕    0x00005E55   0x0000EE40     16     16     2     
1907   募    0x000052DF   0x0000EE60     16     16     2     
1908   慕    0x00006155   0x0000EE80     16     16     2     
1909   木    0x00006728   0x0000EEA0     16     16     2     
1910   目    0x000076EE   0x0000EEC0     16     16     2     
1911   睦    0x00007766   0x0000EEE0     16     16     2     
1912   牧    0x00007267   0x0000EF00     16     16     2     
1913   穆    0x00007A46   0x0000EF20     16     16     2     
1914   拿    0x000062FF   0x0000EF40     16     16     2     
1915   哪    0x000054EA   0x0000EF60     16     16     2     
1916   呐    0x00005450   0x0000EF80     16     16     2     
1917   钠    0x000094A0   0x0000EFA0     16     16     2     
1918   那    0x000090A3   0x0000EFC0     16     16     2     
1919   娜    0x00005A1C   0x0000EFE0     16     16     2     
1920   纳    0x00007EB3   0x0000F000     16     16     2     
1921   氖    0x00006C16   0x0000F020     16     16     2     
1922   乃    0x00004E43   0x0000F040     16     16     2     
1923   奶    0x00005976   0x0000F060     16     16     2     
1924   耐    0x00008010   0x0000F080     16     16     2     
1925   奈    0x00005948   0x0000F0A0     16     16     2     
1926   南    0x00005357   0x0000F0C0     16     16     2     
1927   男    0x00007537   0x0000F0E0     16     16     2     
1928   难    0x000096BE   0x0000F100     16     16     2     
1929   囊    0x000056CA   0x0000F120     16     16     2     
1930   挠    0x00006320   0x0000F140     16     16     2     
1931   脑    0x00008111   0x0000F160     16     16     2     
1932   恼    0x0000607C   0x0000F180     16     16     2     
1933   闹    0x000095F9   0x0000F1A0     16     16     2     
1934   淖    0x00006DD6   0x0000F1C0     16     16     2     
1935   呢    0x00005462   0x0000F1E0     16     16     2     
1936   馁    0x00009981   0x0000F200     16     16     2     
1937   内    0x00005185   0x0000F220     16     16     2     
1938   嫩    0x00005AE9   0x0000F240     16     16     2     
1939   能    0x000080FD   0x0000F260     16     16     2     
1940   妮    0x000059AE   0x0000F280     16     16     2     
1941   霓    0x00009713   0x0000F2A0     16     16     2     
1942   倪    0x0000502A   0x0000F2C0     16     16     2     
1943   泥    0x00006CE5   0x0000F2E0     16     16     2     
1944   尼    0x00005C3C   0x0000F300     16     16     2     
1945   拟    0x000062DF   0x0000F320     16     16     2     
1946   你    0x00004F60   0x0000F340     16     16     2     
1947   匿    0x0000533F   0x0000F360     16     16     2     
1948   腻    0x0000817B   0x0000F380     16     16     2     
1949   逆    0x00009006   0x0000F3A0     16     16     2     
1950   溺    0x00006EBA   0x0000F3C0     16     16     2     
1951   蔫    0x0000852B   0x0000F3E0     16     16     2     
1952   拈    0x000062C8   0x0000F400     16     16     2     
1953   年    0x00005E74   0x0000F420     16     16     2     
1954   碾    0x000078BE   0x0000F440     16     16     2     
1955   撵    0x000064B5   0x0000F460     16     16     2     
1956   捻    0x0000637B   0x0000F480     16     16     2     
1957   念    0x00005FF5   0x0000F4A0     16     16     2     
1958   娘    0x00005A18   0x0000F4C0     16     16     2     
1959   酿    0x0000917F   0x0000F4E0     16     16     2     
1960   鸟    0x00009E1F   0x0000F500     16     16     2     
1961   尿    0x00005C3F   0x0000F520     16     16     2     
1962   捏    0x0000634F   0x0000F540     16     16     2     
1963   聂    0x00008042   0x0000F560     16     16     2     
1964   孽    0x00005B7D   0x0000F580     16     16     2     
1965   啮    0x0000556E   0x0000F5A0     16     16     2     
1966   镊    0x0000954A   0x0000F5C0     16     16     2     
1967   镍    0x0000954D   0x0000F5E0     16     16     2     
1968   涅    0x00006D85   0x0000F600     16     16     2     
1969   您    0x000060A8   0x0000F620     16     16     2     
1970   柠    0x000067E0   0x0000F640     16     16     2     
1971   狞    0x000072DE   0x0000F660     16     16     2     
1972   凝    0x000051DD   0x0000F680     16     16     2     
1973   宁    0x00005B81   0x0000F6A0     16     16     2     
1974   拧    0x000062E7   0x0000F6C0     16     16     2     
1975   泞    0x00006CDE   0x0000F6E0     16     16     2     
1976   牛    0x0000725B   0x0000F700     16     16     2     
1977   扭    0x0000626D   0x0000F720     16     16     2     
1978   钮    0x000094AE   0x0000F740     16     16     2     
1979   纽    0x00007EBD   0x0000F760     16     16     2     
1980   脓    0x00008113   0x0000F780     16     16     2     
1981   浓    0x00006D53   0x0000F7A0     16     16     2     
1982   农    0x0000519C   0x0000F7C0     16     16     2     
1983   弄    0x00005F04   0x0000F7E0     16     16     2     
1984   奴    0x00005974   0x0000F800     16     16     2     
1985   努    0x000052AA   0x0000F820     16     16     2     
1986   怒    0x00006012   0x0000F840     16     16     2     
1987   女    0x00005973   0x0000F860     16     16     2     
1988   暖    0x00006696   0x0000F880     16     16     2     
1989   虐    0x00008650   0x0000F8A0     16     16     2     
1990   疟    0x0000759F   0x0000F8C0     16     16     2     
1991   挪    0x0000632A   0x0000F8E0     16     16     2     
1992   懦    0x000061E6   0x0000F900     16     16     2     
1993   糯    0x00007CEF   0x0000F920     16     16     2     
1994   诺    0x00008BFA   0x0000F940     16     16     2     
1995   哦    0x000054E6   0x0000F960     16     16     2     
1996   欧    0x00006B27   0x0000F980     16     16     2     
1997   鸥    0x00009E25   0x0000F9A0     16     16     2     
1998   殴    0x00006BB4   0x0000F9C0     16     16     2     
1999   藕    0x000085D5   0x0000F9E0     16     16     2     
2000   呕    0x00005455   0x0000FA00     16     16     2     
2001   偶    0x00005076   0x0000FA20     16     16     2     
2002   沤    0x00006CA4   0x0000FA40     16     16     2     
2003   啪    0x0000556A   0x0000FA60     16     16     2     
2004   趴    0x00008DB4   0x0000FA80     16     16     2     
2005   爬    0x0000722C   0x0000FAA0     16     16     2     
2006   帕    0x00005E15   0x0000FAC0     16     16     2     
2007   怕    0x00006015   0x0000FAE0     16     16     2     
2008   琶    0x00007436   0x0000FB00     16     16     2     
2009   拍    0x000062CD   0x0000FB20     16     16     2     
2010   排    0x00006392   0x0000FB40     16     16     2     
2011   牌    0x0000724C   0x0000FB60     16     16     2     
2012   徘    0x00005F98   0x0000FB80     16     16     2     
2013   湃    0x00006E43   0x0000FBA0     16     16     2     
2014   派    0x00006D3E   0x0000FBC0     16     16     2     
2015   攀    0x00006500   0x0000FBE0     16     16     2     
2016   潘    0x00006F58   0x0000FC00     16     16     2     
2017   盘    0x000076D8   0x0000FC20     16     16     2     
2018   磐    0x000078D0   0x0000FC40     16     16     2     
2019   盼    0x000076FC   0x0000FC60     16     16     2     
2020   畔    0x00007554   0x0000FC80     16     16     2     
2021   判    0x00005224   0x0000FCA0     16     16     2     
2022   叛    0x000053DB   0x0000FCC0     16     16     2     
2023   乓    0x00004E53   0x0000FCE0     16     16     2     
2024   庞    0x00005E9E   0x0000FD00     16     16     2     
2025   旁    0x000065C1   0x0000FD20     16     16     2     
2026   耪    0x0000802A   0x0000FD40     16     16     2     
2027   胖    0x000080D6   0x0000FD60     16     16     2     
2028   抛    0x0000629B   0x0000FD80     16     16     2     
2029   咆    0x00005486   0x0000FDA0     16     16     2     
2030   刨    0x00005228   0x0000FDC0     16     16     2     
2031   炮    0x000070AE   0x0000FDE0     16     16     2     
2032   袍    0x0000888D   0x0000FE00     16     16     2     
2033   跑    0x00008DD1   0x0000FE20     16     16     2     
2034   泡    0x00006CE1   0x0000FE40     16     16     2     
2035   呸    0x00005478   0x0000FE60     16     16     2     
2036   胚    0x000080DA   0x0000FE80     16     16     2     
2037   培    0x000057F9   0x0000FEA0     16     16     2     
2038   裴    0x000088F4   0x0000FEC0     16     16     2     
2039   赔    0x00008D54   0x0000FEE0     16     16     2     
2040   陪    0x0000966A   0x0000FF00     16     16     2     
2041   配    0x0000914D   0x0000FF20     16     16     2     
2042   佩    0x00004F69   0x0000FF40     16     16     2     
2043   沛    0x00006C9B   0x0000FF60     16     16     2     
2044   喷    0x000055B7   0x0000FF80     16     16     2     
2045   盆    0x000076C6   0x0000FFA0     16     16     2     
2046   砰    0x00007830   0x0000FFC0     16     16     2     
2047   抨    0x000062A8   0x0000FFE0     16     16     2     
2048   烹    0x000070F9   0x00010000     16     16     2     
2049   澎    0x00006F8E   0x00010020     16     16     2     
2050   彭    0x00005F6D   0x00010040     16     16     2     
2051   蓬    0x000084EC   0x00010060     16     16     2     
2052   棚    0x000068DA   0x00010080     16     16     2     
2053   硼    0x0000787C   0x000100A0     16     16     2     
2054   篷    0x00007BF7   0x000100C0     16     16     2     
2055   膨    0x000081A8   0x000100E0     16     16     2     
2056   朋    0x0000670B   0x00010100     16     16     2     
2057   鹏    0x00009E4F   0x00010120     16     16     2     
2058   捧    0x00006367   0x00010140     16     16     2     
2059   碰    0x000078B0   0x00010160     16     16     2     
2060   坯    0x0000576F   0x00010180     16     16     2     
2061   砒    0x00007812   0x000101A0     16     16     2     
2062   霹    0x00009739   0x000101C0     16     16     2     
2063   批    0x00006279   0x000101E0     16     16     2     
2064   披    0x000062AB   0x00010200     16     16     2     
2065   劈    0x00005288   0x00010220     16     16     2     
2066   琵    0x00007435   0x00010240     16     16     2     
2067   毗    0x00006BD7   0x00010260     16     16     2     
2068   啤    0x00005564   0x00010280     16     16     2     
2069   脾    0x0000813E   0x000102A0     16     16     2     
2070   疲    0x000075B2   0x000102C0     16     16     2     
2071   皮    0x000076AE   0x000102E0     16     16     2     
2072   匹    0x00005339   0x00010300     16     16     2     
2073   痞    0x000075DE   0x00010320     16     16     2     
2074   僻    0x000050FB   0x00010340     16     16     2     
2075   屁    0x00005C41   0x00010360     16     16     2     
2076   譬    0x00008B6C   0x00010380     16     16     2     
2077   篇    0x00007BC7   0x000103A0     16     16     2     
2078   偏    0x0000504F   0x000103C0     16     16     2     
2079   片    0x00007247   0x000103E0     16     16     2     
2080   骗    0x00009A97   0x00010400     16     16     2     
2081   飘    0x000098D8   0x00010420     16     16     2     
2082   漂    0x00006F02   0x00010440     16     16     2     
2083   瓢    0x000074E2   0x00010460     16     16     2     
2084   票    0x00007968   0x00010480     16     16     2     
2085   撇    0x00006487   0x000104A0     16     16     2     
2086   瞥    0x000077A5   0x000104C0     16     16     2     
2087   拼    0x000062FC   0x000104E0     16     16     2     
2088   频    0x00009891   0x00010500     16     16     2     
2089   贫    0x00008D2B   0x00010520     16     16     2     
2090   品    0x000054C1   0x00010540     16     16     2     
2091   聘    0x00008058   0x00010560     16     16     2     
2092   乒    0x00004E52   0x00010580     16     16     2     
2093   坪    0x0000576A   0x000105A0     16     16     2     
2094   苹    0x000082F9   0x000105C0     16     16     2     
2095   萍    0x0000840D   0x000105E0     16     16     2     
2096   平    0x00005E73   0x00010600     16     16     2     
2097   凭    0x000051ED   0x00010620     16     16     2     
2098   瓶    0x000074F6   0x00010640     16     16     2     
2099   评    0x00008BC4   0x00010660     16     16     2     
2100   屏    0x00005C4F   0x00010680     16     16     2     
2101   坡    0x00005761   0x000106A0     16     16     2     
2102   泼    0x00006CFC   0x000106C0     16     16     2     
2103   颇    0x00009887   0x000106E0     16     16     2     
2104   婆    0x00005A46   0x00010700     16     16     2     
2105   破    0x00007834   0x00010720     16     16     2     
2106   魄    0x00009B44   0x00010740     16     16     2     
2107   迫    0x00008FEB   0x00010760     16     16     2     
2108   粕    0x00007C95   0x00010780     16     16     2     
2109   剖    0x00005256   0x000107A0     16     16     2     
2110   扑    0x00006251   0x000107C0     16     16     2     
2111   铺    0x000094FA   0x000107E0     16     16     2     
2112   仆    0x00004EC6   0x00010800     16     16     2     
2113   莆    0x00008386   0x00010820     16     16     2     
2114   葡    0x00008461   0x00010840     16     16     2     
2115   菩    0x000083E9   0x00010860     16     16     2     
2116   蒲    0x000084B2   0x00010880     16     16     2     
2117   埔    0x000057D4   0x000108A0     16     16     2     
2118   朴    0x00006734   0x000108C0     16     16     2     
2119   圃    0x00005703   0x000108E0     16     16     2     
2120   普    0x0000666E   0x00010900     16     16     2     
2121   浦    0x00006D66   0x00010920     16     16     2     
2122   谱    0x00008C31   0x00010940     16     16     2     
2123   曝    0x000066DD   0x00010960     16     16     2     
2124   瀑    0x00007011   0x00010980     16     16     2     
2125   期    0x0000671F   0x000109A0     16     16     2     
2126   欺    0x00006B3A   0x000109C0     16     16     2     
2127   栖    0x00006816   0x000109E0     16     16     2     
2128   戚    0x0000621A   0x00010A00     16     16     2     
2129   妻    0x000059BB   0x00010A20     16     16     2     
2130   七    0x00004E03   0x00010A40     16     16     2     
2131   凄    0x000051C4   0x00010A60     16     16     2     
2132   漆    0x00006F06   0x00010A80     16     16     2     
2133   柒    0x000067D2   0x00010AA0     16     16     2     
2134   沏    0x00006C8F   0x00010AC0     16     16     2     
2135   其    0x00005176   0x00010AE0     16     16     2     
2136   棋    0x000068CB   0x00010B00     16     16     2     
2137   奇    0x00005947   0x00010B20     16     16     2     
2138   歧    0x00006B67   0x00010B40     16     16     2     
2139   畦    0x00007566   0x00010B60     16     16     2     
2140   崎    0x00005D0E   0x00010B80     16     16     2     
2141   脐    0x00008110   0x00010BA0     16     16     2     
2142   齐    0x00009F50   0x00010BC0     16     16     2     
2143   旗    0x000065D7   0x00010BE0     16     16     2     
2144   祈    0x00007948   0x00010C00     16     16     2     
2145   祁    0x00007941   0x00010C20     16     16     2     
2146   骑    0x00009A91   0x00010C40     16     16     2     
2147   起    0x00008D77   0x00010C60     16     16     2     
2148   岂    0x00005C82   0x00010C80     16     16     2     
2149   乞    0x00004E5E   0x00010CA0     16     16     2     
2150   企    0x00004F01   0x00010CC0     16     16     2     
2151   启    0x0000542F   0x00010CE0     16     16     2     
2152   契    0x00005951   0x00010D00     16     16     2     
2153   砌    0x0000780C   0x00010D20     16     16     2     
2154   器    0x00005668   0x00010D40     16     16     2     
2155   气    0x00006C14   0x00010D60     16     16     2     
2156   迄    0x00008FC4   0x00010D80     16     16     2     
2157   弃    0x00005F03   0x00010DA0     16     16     2     
2158   汽    0x00006C7D   0x00010DC0     16     16     2     
2159   泣    0x00006CE3   0x00010DE0     16     16     2     
2160   讫    0x00008BAB   0x00010E00     16     16     2     
2161   掐    0x00006390   0x00010E20     16     16     2     
2162   恰    0x00006070   0x00010E40     16     16     2     
2163   洽    0x00006D3D   0x00010E60     16     16     2     
2164   牵    0x00007275   0x00010E80     16     16     2     
2165   扦    0x00006266   0x00010EA0     16     16     2     
2166   钎    0x0000948E   0x00010EC0     16     16     2     
2167   铅    0x000094C5   0x00010EE0     16     16     2     
2168   千    0x00005343   0x00010F00     16     16     2     
2169   迁    0x00008FC1   0x00010F20     16     16     2     
2170   签    0x00007B7E   0x00010F40     16     16     2     
2171   仟    0x00004EDF   0x00010F60     16     16     2     
2172   谦    0x00008C26   0x00010F80     16     16     2     
2173   乾    0x00004E7E   0x00010FA0     16     16     2     
2174   黔    0x00009ED4   0x00010FC0     16     16     2     
2175   钱    0x000094B1   0x00010FE0     16     16     2     
2176   钳    0x000094B3   0x00011000     16     16     2     
2177   前    0x0000524D   0x00011020     16     16     2     
2178   潜    0x00006F5C   0x00011040     16     16     2     
2179   遣    0x00009063   0x00011060     16     16     2     
2180   浅    0x00006D45   0x00011080     16     16     2     
2181   谴    0x00008C34   0x000110A0     16     16     2     
2182   堑    0x00005811   0x000110C0     16     16     2     
2183   嵌    0x00005D4C   0x000110E0     16     16     2     
2184   欠    0x00006B20   0x00011100     16     16     2     
2185   歉    0x00006B49   0x00011120     16     16     2     
2186   枪    0x000067AA   0x00011140     16     16     2     
2187   呛    0x0000545B   0x00011160     16     16     2     
2188   腔    0x00008154   0x00011180     16     16     2     
2189   羌    0x00007F8C   0x000111A0     16     16     2     
2190   墙    0x00005899   0x000111C0     16     16     2     
2191   蔷    0x00008537   0x000111E0     16     16     2     
2192   强    0x00005F3A   0x00011200     16     16     2     
2193   抢    0x000062A2   0x00011220     16     16     2     
2194   橇    0x00006A47   0x00011240     16     16     2     
2195   锹    0x00009539   0x00011260     16     16     2     
2196   敲    0x00006572   0x00011280     16     16     2     
2197   悄    0x00006084   0x000112A0     16     16     2     
2198   桥    0x00006865   0x000112C0     16     16     2     
2199   瞧    0x000077A7   0x000112E0     16     16     2     
2200   乔    0x00004E54   0x00011300     16     16     2     
2201   侨    0x00004FA8   0x00011320     16     16     2     
2202   巧    0x00005DE7   0x00011340     16     16     2     
2203   鞘    0x00009798   0x00011360     16     16     2     
2204   撬    0x000064AC   0x00011380     16     16     2     
2205   翘    0x00007FD8   0x000113A0     16     16     2     
2206   峭    0x00005CED   0x000113C0     16     16     2     
2207   俏    0x00004FCF   0x000113E0     16     16     2     
2208   窍    0x00007A8D   0x00011400     16     16     2     
2209   切    0x00005207   0x00011420     16     16     2     
2210   茄    0x00008304   0x00011440     16     16     2     
2211   且    0x00004E14   0x00011460     16     16     2     
2212   怯    0x0000602F   0x00011480     16     16     2     
2213   窃    0x00007A83   0x000114A0     16     16     2     
2214   钦    0x000094A6   0x000114C0     16     16     2     
2215   侵    0x00004FB5   0x000114E0     16     16     2     
2216   亲    0x00004EB2   0x00011500     16     16     2     
2217   秦    0x000079E6   0x00011520     16     16     2     
2218   琴    0x00007434   0x00011540     16     16     2     
2219   勤    0x000052E4   0x00011560     16     16     2     
2220   芹    0x000082B9   0x00011580     16     16     2     
2221   擒    0x000064D2   0x000115A0     16     16     2     
2222   禽    0x000079BD   0x000115C0     16     16     2     
2223   寝    0x00005BDD   0x000115E0     16     16     2     
2224   沁    0x00006C81   0x00011600     16     16     2     
2225   青    0x00009752   0x00011620     16     16     2     
2226   轻    0x00008F7B   0x00011640     16     16     2     
2227   氢    0x00006C22   0x00011660     16     16     2     
2228   倾    0x0000503E   0x00011680     16     16     2     
2229   卿    0x0000537F   0x000116A0     16     16     2     
2230   清    0x00006E05   0x000116C0     16     16     2     
2231   擎    0x000064CE   0x000116E0     16     16     2     
2232   晴    0x00006674   0x00011700     16     16     2     
2233   氰    0x00006C30   0x00011720     16     16     2     
2234   情    0x000060C5   0x00011740     16     16     2     
2235   顷    0x00009877   0x00011760     16     16     2     
2236   请    0x00008BF7   0x00011780     16     16     2     
2237   庆    0x00005E86   0x000117A0     16     16     2     
2238   琼    0x0000743C   0x000117C0     16     16     2     
2239   穷    0x00007A77   0x000117E0     16     16     2     
2240   秋    0x000079CB   0x00011800     16     16     2     
2241   丘    0x00004E18   0x00011820     16     16     2     
2242   邱    0x000090B1   0x00011840     16     16     2     
2243   球    0x00007403   0x00011860     16     16     2     
2244   求    0x00006C42   0x00011880     16     16     2     
2245   囚    0x000056DA   0x000118A0     16     16     2     
2246   酋    0x0000914B   0x000118C0     16     16     2     
2247   泅    0x00006CC5   0x000118E0     16     16     2     
2248   趋    0x00008D8B   0x00011900     16     16     2     
2249   区    0x0000533A   0x00011920     16     16     2     
2250   蛆    0x000086C6   0x00011940     16     16     2     
2251   曲    0x000066F2   0x00011960     16     16     2     
2252   躯    0x00008EAF   0x00011980     16     16     2     
2253   屈    0x00005C48   0x000119A0     16     16     2     
2254   驱    0x00009A71   0x000119C0     16     16     2     
2255   渠    0x00006E20   0x000119E0     16     16     2     
2256   取    0x000053D6   0x00011A00     16     16     2     
2257   娶    0x00005A36   0x00011A20     16     16     2     
2258   龋    0x00009F8B   0x00011A40     16     16     2     
2259   趣    0x00008DA3   0x00011A60     16     16     2     
2260   去    0x000053BB   0x00011A80     16     16     2     
2261   圈    0x00005708   0x00011AA0     16     16     2     
2262   颧    0x000098A7   0x00011AC0     16     16     2     
2263   权    0x00006743   0x00011AE0     16     16     2     
2264   醛    0x0000919B   0x00011B00     16     16     2     
2265   泉    0x00006CC9   0x00011B20     16     16     2     
2266   全    0x00005168   0x00011B40     16     16     2     
2267   痊    0x000075CA   0x00011B60     16     16     2     
2268   拳    0x000062F3   0x00011B80     16     16     2     
2269   犬    0x000072AC   0x00011BA0     16     16     2     
2270   券    0x00005238   0x00011BC0     16     16     2     
2271   劝    0x0000529D   0x00011BE0     16     16     2     
2272   缺    0x00007F3A   0x00011C00     16     16     2     
2273   炔    0x00007094   0x00011C20     16     16     2     
2274   瘸    0x00007638   0x00011C40     16     16     2     
2275   却    0x00005374   0x00011C60     16     16     2     
2276   鹊    0x00009E4A   0x00011C80     16     16     2     
2277   榷    0x000069B7   0x00011CA0     16     16     2     
2278   确    0x0000786E   0x00011CC0     16     16     2     
2279   雀    0x000096C0   0x00011CE0     16     16     2     
2280   裙    0x000088D9   0x00011D00     16     16     2     
2281   群    0x00007FA4   0x00011D20     16     16     2     
2282   然    0x00007136   0x00011D40     16     16     2     
2283   燃    0x000071C3   0x00011D60     16     16     2     
2284   冉    0x00005189   0x00011D80     16     16     2     
2285   染    0x000067D3   0x00011DA0     16     16     2     
2286   瓤    0x000074E4   0x00011DC0     16     16     2     
2287   壤    0x000058E4   0x00011DE0     16     16     2     
2288   攘    0x00006518   0x00011E00     16     16     2     
2289   嚷    0x000056B7   0x00011E20     16     16     2     
2290   让    0x00008BA9   0x00011E40     16     16     2     
2291   饶    0x00009976   0x00011E60     16     16     2     
2292   扰    0x00006270   0x00011E80     16     16     2     
2293   绕    0x00007ED5   0x00011EA0     16     16     2     
2294   惹    0x000060F9   0x00011EC0     16     16     2     
2295   热    0x000070ED   0x00011EE0     16     16     2     
2296   壬    0x000058EC   0x00011F00     16     16     2     
2297   仁    0x00004EC1   0x00011F20     16     16     2     
2298   人    0x00004EBA   0x00011F40     16     16     2     
2299   忍    0x00005FCD   0x00011F60     16     16     2     
2300   韧    0x000097E7   0x00011F80     16     16     2     
2301   任    0x00004EFB   0x00011FA0     16     16     2     
2302   认    0x00008BA4   0x00011FC0     16     16     2     
2303   刃    0x00005203   0x00011FE0     16     16     2     
2304   妊    0x0000598A   0x00012000     16     16     2     
2305   纫    0x00007EAB   0x00012020     16     16     2     
2306   扔    0x00006254   0x00012040     16     16     2     
2307   仍    0x00004ECD   0x00012060     16     16     2     
2308   日    0x000065E5   0x00012080     16     16     2     
2309   戎    0x0000620E   0x000120A0     16     16     2     
2310   茸    0x00008338   0x000120C0     16     16     2     
2311   蓉    0x000084C9   0x000120E0     16     16     2     
2312   荣    0x00008363   0x00012100     16     16     2     
2313   融    0x0000878D   0x00012120     16     16     2     
2314   熔    0x00007194   0x00012140     16     16     2     
2315   溶    0x00006EB6   0x00012160     16     16     2     
2316   容    0x00005BB9   0x00012180     16     16     2     
2317   绒    0x00007ED2   0x000121A0     16     16     2     
2318   冗    0x00005197   0x000121C0     16     16     2     
2319   揉    0x000063C9   0x000121E0     16     16     2     
2320   柔    0x000067D4   0x00012200     16     16     2     
2321   肉    0x00008089   0x00012220     16     16     2     
2322   茹    0x00008339   0x00012240     16     16     2     
2323   蠕    0x00008815   0x00012260     16     16     2     
2324   儒    0x00005112   0x00012280     16     16     2     
2325   孺    0x00005B7A   0x000122A0     16     16     2     
2326   如    0x00005982   0x000122C0     16     16     2     
2327   辱    0x00008FB1   0x000122E0     16     16     2     
2328   乳    0x00004E73   0x00012300     16     16     2     
2329   汝    0x00006C5D   0x00012320     16     16     2     
2330   入    0x00005165   0x00012340     16     16     2     
2331   褥    0x00008925   0x00012360     16     16     2     
2332   软    0x00008F6F   0x00012380     16     16     2     
2333   阮    0x0000962E   0x000123A0     16     16     2     
2334   蕊    0x0000854A   0x000123C0     16     16     2     
2335   瑞    0x0000745E   0x000123E0     16     16     2     
2336   锐    0x00009510   0x00012400     16     16     2     
2337   闰    0x000095F0   0x00012420     16     16     2     
2338   润    0x00006DA6   0x00012440     16     16     2     
2339   若    0x000082E5   0x00012460     16     16     2     
2340   弱    0x00005F31   0x00012480     16     16     2     
2341   撒    0x00006492   0x000124A0     16     16     2     
2342   洒    0x00006D12   0x000124C0     16     16     2     
2343   萨    0x00008428   0x000124E0     16     16     2     
2344   腮    0x0000816E   0x00012500     16     16     2     
2345   鳃    0x00009CC3   0x00012520     16     16     2     
2346   塞    0x0000585E   0x00012540     16     16     2     
2347   赛    0x00008D5B   0x00012560     16     16     2     
2348   三    0x00004E09   0x00012580     16     16     2     
2349   叁    0x000053C1   0x000125A0     16     16     2     
2350   伞    0x00004F1E   0x000125C0     16     16     2     
2351   散    0x00006563   0x000125E0     16     16     2     
2352   桑    0x00006851   0x00012600     16     16     2     
2353   嗓    0x000055D3   0x00012620     16     16     2     
2354   丧    0x00004E27   0x00012640     16     16     2     
2355   搔    0x00006414   0x00012660     16     16     2     
2356   骚    0x00009A9A   0x00012680     16     16     2     
2357   扫    0x0000626B   0x000126A0     16     16     2     
2358   嫂    0x00005AC2   0x000126C0     16     16     2     
2359   瑟    0x0000745F   0x000126E0     16     16     2     
2360   色    0x00008272   0x00012700     16     16     2     
2361   涩    0x00006DA9   0x00012720     16     16     2     
2362   森    0x000068EE   0x00012740     16     16     2     
2363   僧    0x000050E7   0x00012760     16     16     2     
