Name,Type,Page,Page Number,Schematic,PartPin,LocationX,LocationY,Zone,IREF
"SDMMC0_D2","OffPage","12.RK3399 eMMC TF","12","SCHEMATIC1","ED7.1,J2.1,U10F.Y28","380","390","4C","[12]"
"DDR1_DQS2M","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.C3","130","560","5C","[10]"
"DDR1_DQS2M","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.D20","120","530","5C","[9]"
"PCIE_REF_CLKP","OffPage","13.RK3399 SARADC/HOST","13","SCHEMATIC1","U10O.AD31","1270","570","2C","[25]"
"PCIE_REF_CLKP","OffPage","25.PCIE&IO","25","SCHEMATIC1","C397.2","280","920","5B","[13]"
"DDR0_DM1","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AE12","730","1130","4B","[10]"
"DDR0_DM1","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.AC5","770","430","3C","[9]"
"PCIE_REF_CLKN","OffPage","13.RK3399 SARADC/HOST","13","SCHEMATIC1","U10O.AD30","1270","580","2C","[25]"
"PCIE_REF_CLKN","OffPage","25.PCIE&IO","25","SCHEMATIC1","C398.2","280","929","5B","[13]"
"I2S0_SDI1SDO3","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10J.AE5","470","1030","4A","[25]"
"I2S0_SDI1SDO3","OffPage","25.PCIE&IO","25","SCHEMATIC1","J12.37","414","363","4C","[15]"
"DDR0_D19","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AF17","250","200","5D","[10]"
"DDR0_D19","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.U2","770","270","3D","[9]"
"PWR_KEY","OffPage","05.POWER1-RK808-D","5","SCHEMATIC1","R9.1","300","830","4A","[25]"
"PWR_KEY","OffPage","25.PCIE&IO","25","SCHEMATIC1","J13.21","350","950","5B","[5]"
"DDR1_D30","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.E10","130","510","5C","[10]"
"DDR1_D30","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.B25","120","380","5C","[9]"
"GPIO1_A0","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10E.R25","1470","80","2D","[25]"
"GPIO1_A0","OffPage","25.PCIE&IO","25","SCHEMATIC1","J13.23","350","960","5B","[15]"
"DDR0_A1","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AF21,U11A.AF6","750","120","4D","[9,10]"
"DDR0_A1","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AF21,U11A.AF6","730","1110","4B","[9,10]"
"DDR0_A1","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.F1","1200","90","2D","[9]"
"PCIE_TX1P","OffPage","13.RK3399 SARADC/HOST","13","SCHEMATIC1","U10O.AG30","1270","390","2D","[25]"
"PCIE_TX1P","OffPage","25.PCIE&IO","25","SCHEMATIC1","C393.1","631","860","4B","[13]"
"DDR1_D16","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.C1","130","370","5D","[10]"
"DDR1_D16","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.A19","120","240","5D","[9]"
"PCIE_TX1N","OffPage","13.RK3399 SARADC/HOST","13","SCHEMATIC1","U10O.AG31","1270","400","2D","[25]"
"PCIE_TX1N","OffPage","25.PCIE&IO","25","SCHEMATIC1","C394.1","631","870","4B","[13]"
"DDR1_D14","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.E25","890","510","4C","[10]"
"DDR1_D14","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.A14","120","220","5D","[9]"
"PCIE_TX0P","OffPage","13.RK3399 SARADC/HOST","13","SCHEMATIC1","U10O.AE30","1270","330","2D","[25]"
"PCIE_TX0P","OffPage","25.PCIE&IO","25","SCHEMATIC1","C395.1","631","890","4B","[13]"
"DDR0_D14","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AE10","240","1150","5B","[10]"
"DDR0_D14","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.AC1","770","220","3D","[9]"
"PCIE_TX0N","OffPage","13.RK3399 SARADC/HOST","13","SCHEMATIC1","U10O.AE31","1270","340","2D","[25]"
"PCIE_TX0N","OffPage","25.PCIE&IO","25","SCHEMATIC1","C396.1","631","900","4B","[13]"
"DDR1_CS3N","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.B7","130","720","5C","[10]"
"DDR1_CS3N","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.B3","550","360","4C","[9]"
"DDR1_A3","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.B24,U11A.B9","130","670","5C","[9,10]"
"DDR1_A3","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.B24,U11A.B9","890","670","4C","[9,10]"
"DDR1_A3","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.A9","550","110","4D","[9]"
"BT-WAKE-AP","OffPage","11.RK3399 PMU","11","SCHEMATIC1","U10C.AA25","810","200","2C","[23]"
"BT-WAKE-AP","OffPage","23.WIFI","23","SCHEMATIC1","U21.7","1559","451","2C","[11]"
"DDR1_D11","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.B28","890","480","4C","[10]"
"DDR1_D11","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.B13","120","190","5D","[9]"
"WL-SDIO-D1","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10G.AK5","500","680","4B","[23]"
"WL-SDIO-D1","OffPage","23.WIFI","23","SCHEMATIC1","R193.2,U21.19","1565","278","2D","[15]"
"DDR1_DQS0P","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.B18","890","550","4C","[10]"
"DDR1_DQS0P","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.D18","120","480","5C","[9]"
"DDR0_A5","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AE24,U11A.AE9","750","160","4D","[9,10]"
"DDR0_A5","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AE24,U11A.AE9","730","1070","4B","[9,10]"
"DDR0_A5","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.H1","1200","130","2D","[9]"
"DDR1_D27","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.B13","130","480","5C","[10]"
"DDR1_D27","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.A25","120","350","5C","[9]"
"DDR0_CLK0N","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","R63.2,U11A.AG8","730","1030","4B","[10]"
"DDR0_CLK0N","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.J4","1200","260","2D","[9]"
"HP_DET_H","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10K.AH5","1400","1080","2A","[22]"
"HP_DET_H","OffPage","22.AUDIO","22","SCHEMATIC1","C359.1,R179.2,R180.1","1157","774","3B","[15]"
"DDR1_D26","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.D13","130","470","5C","[10]"
"DDR1_D26","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.A24","120","340","5C","[9]"
"RTC_CLKO_WIFI","OffPage","05.POWER1-RK808-D","5","SCHEMATIC1","R5.1,U1.67","1122","732","2A","[23]"
"RTC_CLKO_WIFI","OffPage","23.WIFI","23","SCHEMATIC1","R203.1,R204.2","1559","471","2C","[5]"
"DDR1_D28","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.D11","130","490","5C","[10]"
"DDR1_D28","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.B24","120","360","5C","[9]"
"WL-REG-ON","OffPage","11.RK3399 PMU","11","SCHEMATIC1","U10C.W31","810","270","2C","[23]"
"WL-REG-ON","OffPage","23.WIFI","23","SCHEMATIC1","R188.1","1559","481","2C","[11]"
"DDR1_A1","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.D21,U11A.D6","890","650","4C","[9,10]"
"DDR1_A1","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.D21,U11A.D6","130","650","5C","[9,10]"
"DDR1_A1","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.A10","550","90","4D","[9]"
"DDR0_D2","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AH2","240","1030","5B","[10]"
"DDR0_D2","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.AA2","770","100","3D","[9]"
"DDR1_CLK1P","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","R60.2,U11A.B8","130","740","5C","[10]"
"DDR1_CLK1P","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.E9","550","270","4D","[9]"
"DDR0_DM3","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AE27","750","100","4D","[10]"
"DDR0_DM3","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.P5","770","450","3C","[9]"
"DDR0_DQS2M","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AG18","250","60","5D","[10]"
"DDR0_DQS2M","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.V4","770","530","3C","[9]"
"DDR1_D25","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.C14","130","460","5C","[10]"
"DDR1_D25","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.B23","120","330","5C","[9]"
"DDR1_D9","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.C29","890","460","4C","[10]"
"DDR1_D9","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.B12","120","170","5D","[9]"
"DDR1_D8","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.E29","890","450","4C","[10]"
"DDR1_D8","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.B11","120","160","5D","[9]"
"DDR0_D7","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AE5","240","1080","5B","[10]"
"DDR0_D7","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.W2","770","150","3D","[9]"
"DDR0_D28","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AF26","250","110","5D","[10]"
"DDR0_D28","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.N2","770","360","3C","[9]"
"DDR0_CKE1","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AE22,U11A.AE7","750","220","4D","[9,10]"
"DDR0_CKE1","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AE22,U11A.AE7","730","1010","4B","[9,10]"
"DDR0_CKE1","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.F5","1200","310","2C","[9]"
"DDR1_D1","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.E16","890","380","4D","[10]"
"DDR1_D1","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.A15","120","90","5D","[9]"
"DDR1_A0","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.B21,U11A.B6","130","640","5C","[9,10]"
"DDR1_A0","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.B21,U11A.B6","890","640","4C","[9,10]"
"DDR1_A0","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.B10","550","80","4D","[9]"
"DDR0_DQS0P","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AH3","240","1170","5B","[10]"
"DDR0_DQS0P","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.Y4","770","480","3C","[9]"
"DDR1_D24","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.E14","130","450","5C","[10]"
"DDR1_D24","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.A23","120","320","5C","[9]"
"DDR1_CLK0N","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","R65.2,U11A.C23","890","750","4C","[10]"
"DDR1_CLK0N","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.D8","550","260","4D","[9]"
"DDR0_DQS0M","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AG3","240","1180","5B","[10]"
"DDR0_DQS0M","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.AA4","770","490","3C","[9]"
"DDR1_D0","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.C16","890","370","4D","[10]"
"DDR1_D0","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.B15","120","80","5D","[9]"
"DDR0_D11","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AH13","240","1120","5B","[10]"
"DDR0_D11","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.AD2","770","190","3D","[9]"
"MIPI_RX0_D3N","OffPage","16.RK3399 DVP","16","SCHEMATIC1","U10R.AL11","390","550","4B","[21]"
"MIPI_RX0_D3N","OffPage","21.MIPI-CSI","21","SCHEMATIC1","J5.2","660","443","4C","[16]"
"DDR0_D18","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AH17","250","210","5D","[10]"
"DDR0_D18","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.U1","770","260","3D","[9]"
"MIPI_RX0_D3P","OffPage","16.RK3399 DVP","16","SCHEMATIC1","U10R.AK11","390","540","4B","[21]"
"MIPI_RX0_D3P","OffPage","21.MIPI-CSI","21","SCHEMATIC1","J5.3","660","453","4C","[16]"
"DDR1_D17","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.E1","130","380","5D","[10]"
"DDR1_D17","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.B19","120","250","5D","[9]"
"I2C7_SCL_HDMI","OffPage","16.RK3399 DVP","16","SCHEMATIC1","R106.1,U10L.H28","590","230","3C","[16,20]"
"I2C7_SCL_HDMI","OffPage","16.RK3399 DVP","16","SCHEMATIC1","R106.1,U10L.H28","380","140","4D","[16,20]"
"I2C7_SCL_HDMI","OffPage","20.HDMI","20","SCHEMATIC1","Q15.2,R154.2","237","215","5D","[16,20]"
"I2C7_SCL_HDMI","OffPage","20.HDMI","20","SCHEMATIC1","Q15.2,R154.2","277","805","5A","[16,20]"
"MIPI_RX0_D2N","OffPage","16.RK3399 DVP","16","SCHEMATIC1","U10R.AL12","390","520","4B","[21]"
"MIPI_RX0_D2N","OffPage","21.MIPI-CSI","21","SCHEMATIC1","J5.5","660","473","4C","[16]"
"DDR0_D31","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AG25","250","80","5D","[10]"
"DDR0_D31","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.L2","770","390","3C","[9]"
"I2C7_SDA_HDMI","OffPage","16.RK3399 DVP","16","SCHEMATIC1","R105.1,U10L.G30","590","210","3C","[16,20]"
"I2C7_SDA_HDMI","OffPage","16.RK3399 DVP","16","SCHEMATIC1","R105.1,U10L.G30","380","120","4D","[16,20]"
"I2C7_SDA_HDMI","OffPage","20.HDMI","20","SCHEMATIC1","Q17.2,R158.2","277","815","5A","[16,20]"
"I2C7_SDA_HDMI","OffPage","20.HDMI","20","SCHEMATIC1","Q17.2,R158.2","237","375","5C","[16,20]"
"MIPI_RX0_D2P","OffPage","16.RK3399 DVP","16","SCHEMATIC1","U10R.AK12","390","510","4B","[21]"
"MIPI_RX0_D2P","OffPage","21.MIPI-CSI","21","SCHEMATIC1","J5.6","660","483","4C","[16]"
"DDR0_CS3N","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AH22","750","180","4D","[10]"
"DDR0_CS3N","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.C2","1200","360","2C","[9]"
"MIPI_RX0_CLKN","OffPage","16.RK3399 DVP","16","SCHEMATIC1","U10R.AL13","390","490","4B","[21]"
"MIPI_RX0_CLKN","OffPage","21.MIPI-CSI","21","SCHEMATIC1","J5.8","660","503","4C","[16]"
"DDR1_DM0","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.E18","890","610","4C","[10]"
"DDR1_DM0","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.E17","120","420","5C","[9]"
"MIPI_RX0_CLKP","OffPage","16.RK3399 DVP","16","SCHEMATIC1","U10R.AK13","390","480","4B","[21]"
"MIPI_RX0_CLKP","OffPage","21.MIPI-CSI","21","SCHEMATIC1","J5.9","660","513","4C","[16]"
"DDR1_D3","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.D17","890","400","4C","[10]"
"DDR1_D3","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.A16","120","110","5D","[9]"
"MIPI_RX0_D1N","OffPage","16.RK3399 DVP","16","SCHEMATIC1","U10R.AL14","390","460","4B","[21]"
"MIPI_RX0_D1N","OffPage","21.MIPI-CSI","21","SCHEMATIC1","J5.11","660","533","4C","[16]"
"DDR0_DQS1P","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AH12","240","1190","5B","[10]"
"DDR0_DQS1P","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.AC4","770","500","3C","[9]"
"GL_SSTXM","OffPage","14.RK3399 USB/USIC","14","SCHEMATIC1","U10T.AK26","1240","100","2D","[28]"
"GL_SSTXM","OffPage","28.GL3224","28","SCHEMATIC1","C433.2","318","56","5D","[14]"
"MIPI_RX0_D1P","OffPage","16.RK3399 DVP","16","SCHEMATIC1","U10R.AK14","390","450","4B","[21]"
"MIPI_RX0_D1P","OffPage","21.MIPI-CSI","21","SCHEMATIC1","J5.12","660","543","4C","[16]"
"DDR0_D20","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AH19","250","190","5D","[10]"
"DDR0_D20","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.T1","770","280","3C","[9]"
"GL_SSTXP","OffPage","14.RK3399 USB/USIC","14","SCHEMATIC1","U10T.AL26","1240","90","2D","[28]"
"GL_SSTXP","OffPage","28.GL3224","28","SCHEMATIC1","C434.2","318","90","5D","[14]"
"MIPI_RX0_D0N","OffPage","16.RK3399 DVP","16","SCHEMATIC1","U10R.AL15","390","430","4B","[21]"
"MIPI_RX0_D0N","OffPage","21.MIPI-CSI","21","SCHEMATIC1","J5.14","660","563","4C","[16]"
"DDR0_ODT0","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","R72.1,R73.1,U11A.AE21,U11A.AE6","850","240","4D","[9]"
"DDR0_ODT0","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","R72.1,R73.1,U11A.AE21,U11A.AE6","760","960","4B","[9]"
"GL_SSRXM","OffPage","14.RK3399 USB/USIC","14","SCHEMATIC1","U10T.AL25","1240","130","2D","[28]"
"GL_SSRXM","OffPage","28.GL3224","28","SCHEMATIC1","C436.2","317","139","5D","[14]"
"MIPI_RX0_D0P","OffPage","16.RK3399 DVP","16","SCHEMATIC1","U10R.AK15","390","420","4B","[21]"
"MIPI_RX0_D0P","OffPage","21.MIPI-CSI","21","SCHEMATIC1","J5.15","660","573","4C","[16]"
"DDR1_D4","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.B19","890","410","4C","[10]"
"DDR1_D4","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.B17","120","120","5D","[9]"
"GL_SSRXP","OffPage","14.RK3399 USB/USIC","14","SCHEMATIC1","U10T.AK25","1240","120","2D","[28]"
"GL_SSRXP","OffPage","28.GL3224","28","SCHEMATIC1","C438.2","317","173","5D","[14]"
"DDR1_CKE0","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.D22,U11A.D7","130","770","5C","[9,10]"
"DDR1_CKE0","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.D22,U11A.D7","890","770","4C","[9,10]"
"DDR1_CKE0","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.A5","550","300","4C","[9]"
"DDR1_CKE1","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.E22,U11A.E7","130","780","5C","[9,10]"
"DDR1_CKE1","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.E22,U11A.E7","890","780","4C","[9,10]"
"DDR1_CKE1","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.E6","550","310","4C","[9]"
"DDR0_D22","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AG20","250","170","5D","[10]"
"DDR0_D22","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.R2","770","300","3C","[9]"
"DDR1_D13","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.B26","890","500","4C","[10]"
"DDR1_D13","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.A13","120","210","5D","[9]"
"DDR1_CLK1N","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","R61.2,U11A.C8","130","750","5C","[10]"
"DDR1_CLK1N","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.E8","550","280","4C","[9]"
"CSI_RST_C","OffPage","11.RK3399 PMU","11","SCHEMATIC1","U10C.P25","810","220","2C","[21]"
"CSI_RST_C","OffPage","21.MIPI-CSI","21","SCHEMATIC1","J5.20","710","623","4C","[11]"
"DDR0_A3","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AH24,U11A.AH9","750","140","4D","[9,10]"
"DDR0_A3","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AH24,U11A.AH9","730","1090","4B","[9,10]"
"DDR0_A3","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.G2","1200","110","2D","[9]"
"I2C2_SDA_3V0","OffPage","25.PCIE&IO","25","SCHEMATIC1","J12.3,U29.1","414","193","4D","[25]"
"I2C2_SDA_3V0","OffPage","25.PCIE&IO","25","SCHEMATIC1","J12.3,U29.1","1478","690","2C","[25]"
"DDR1_CS0N","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.A22","890","710","4C","[10]"
"DDR1_CS0N","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.F12","550","330","4C","[9]"
"DDR0_D16","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AG16","250","230","5D","[10]"
"DDR0_D16","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.V1","770","240","3D","[9]"
"DDR0_A2","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AE23,U11A.AE8","750","130","4D","[9,10]"
"DDR0_A2","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AE23,U11A.AE8","730","1100","4B","[9,10]"
"DDR0_A2","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.G1","1200","100","2D","[9]"
"DDR1_DQS0M","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.C18","890","560","4C","[10]"
"DDR1_DQS0M","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.D17","120","490","5C","[9]"
"DDR1_D22","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.C5","130","430","5C","[10]"
"DDR1_D22","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.B22","120","300","5C","[9]"
"DDR0_D10","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AF13","240","1110","5B","[10]"
"DDR0_D10","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.AF1","770","180","3D","[9]"
"DDR0_D0","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AG1","240","1010","5B","[10]"
"DDR0_D0","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.AB2","770","80","3D","[9]"
"DDR0_D23","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AE20","250","160","5D","[10]"
"DDR0_D23","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.R1","770","310","3C","[9]"
"I2C2_SCL","OffPage","16.RK3399 DVP","16","SCHEMATIC1","R104.1,U10L.H25","590","190","3D","[16,21,25]"
"I2C2_SCL","OffPage","16.RK3399 DVP","16","SCHEMATIC1","R104.1,U10L.H25","380","60","4D","[16,21,25]"
"I2C2_SCL","OffPage","21.MIPI-CSI","21","SCHEMATIC1","J5.23,J6.23","1297","632","2C","[16,21,25]"
"I2C2_SCL","OffPage","21.MIPI-CSI","21","SCHEMATIC1","J5.23,J6.23","710","653","4C","[16,21,25]"
"I2C2_SCL","OffPage","25.PCIE&IO","25","SCHEMATIC1","J12.28,U29.5","1232","720","2C","[16,21,25]"
"I2C2_SCL","OffPage","25.PCIE&IO","25","SCHEMATIC1","J12.28,U29.5","618","313","4D","[16,21,25]"
"DDR1_DQS3M","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.C12","130","590","5C","[10]"
"DDR1_DQS3M","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.D23","120","550","5C","[9]"
"I2C2_SDA","OffPage","16.RK3399 DVP","16","SCHEMATIC1","R103.1,U10L.G31","590","170","3D","[16,21,25]"
"I2C2_SDA","OffPage","16.RK3399 DVP","16","SCHEMATIC1","R103.1,U10L.G31","380","50","4D","[16,21,25]"
"I2C2_SDA","OffPage","21.MIPI-CSI","21","SCHEMATIC1","J5.24,J6.24","710","663","4C","[16,21,25]"
"I2C2_SDA","OffPage","21.MIPI-CSI","21","SCHEMATIC1","J5.24,J6.24","1297","642","2C","[16,21,25]"
"I2C2_SDA","OffPage","25.PCIE&IO","25","SCHEMATIC1","J12.27,U29.4","414","313","4D","[16,21,25]"
"I2C2_SDA","OffPage","25.PCIE&IO","25","SCHEMATIC1","J12.27,U29.4","1477","720","2C","[16,21,25]"
"DDR0_D12","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AF11","240","1130","5B","[10]"
"DDR0_D12","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.AE1","770","200","3D","[9]"
"DDR1_D20","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.B4","130","410","5C","[10]"
"DDR1_D20","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.A21","120","280","5C","[9]"
"DVP_PDN0_H","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10G.AD9","500","750","4B","[21]"
"DVP_PDN0_H","OffPage","21.MIPI-CSI","21","SCHEMATIC1","J5.25","710","673","4C","[15]"
"I2C2_SCL_3V0","OffPage","25.PCIE&IO","25","SCHEMATIC1","J12.5,U29.8","414","203","4D","[25]"
"I2C2_SCL_3V0","OffPage","25.PCIE&IO","25","SCHEMATIC1","J12.5,U29.8","1233","690","2C","[25]"
"DDR1_DQS1P","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.B27","890","580","4C","[10]"
"DDR1_DQS1P","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.D15","120","500","5C","[9]"
"ADKEY_IN","OffPage","13.RK3399 SARADC/HOST","13","SCHEMATIC1","C256.1,ED8.1,R87.1,R88.1,U10V.AH26","690","330","3D","[13]"
